Código DANE,País/ET/Municipios,Departamento,Establecimientos educativos,Sector,Calendario,Matriculados,Publicados,PUESTO SABER11,Promedio Puntaje Global SABER 11,Desviación General,FORMULA 1,FORMULA 2,FORMULA 3,TOTAL
425799000483,TENJO,CUNDINAMARCA,FUND PARA LA ACTUALIZACION DE LA EDUCACION,#N/A,A,11,11,244,327,27,#N/A,#N/A,0.923728814,#N/A
123001002176,MONTERÍA,CORDOBA,INSTITUCION EDUCATIVA ANTONIO NARIÑO,Oficial,A,88,88,321,322,35,0.67575,0.587599262,0.901960784,0.721770015
352356000173,IPIALES,NARIÑO,INSTITUCION EDUCATIVA NACIONAL SEMINARIO,Oficial,A,56,56,373,319,40,0.6735,0.7380325,0.888579387,0.766703962
311001107629,BOGOTÁ D.C.,BOGOTÁ D.C.,INST SAN PABLO APOSTOL,Privado,A,57,57,405,317,29,0.6945,#N/A,0.916184971,#N/A
168081000831,BARRANCABERMEJA,SANTANDER,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR CRISTO REY,Oficial,A,88,88,414,317,39,0.669,0.734762764,0.890449438,0.764737401
317001000075,MANIZALES,CALDAS,INSTITUCIÓN EDUCATIVA COLEGIO DE CRISTO,Oficial,A,63,63,438,315,28,0.66625,0.775569677,0.918367347,0.786729008
154001000087,CÚCUTA,NORTE DE SANTANDER,ESC NORMAL SUPERIOR MARIA AUXILIADORA,Oficial,A,94,94,513,312,33,0.7025,0.782870881,0.904347826,0.796572902
311001032165,BOGOTÁ D.C.,BOGOTÁ D.C.,GIMNASIO CAMPESTRE STEPHEN HAWKING,Privado,A,10,10,548,311,34,0.74125,#N/A,0.901449275,#N/A
154001000095,CÚCUTA,NORTE DE SANTANDER,INST TEC MERCEDES ABREGO,Oficial,A,222,222,558,311,37,0.688,0.755416568,0.893678161,0.779031576
217433000802,MANZANARES,CALDAS,INSTITUCION EDUCATIVA GREGORIO GUTIERREZ GONZALEZ,Oficial,A,4,4,586,310,45,0.6785,0.67122186,0.873239437,0.740987099
163001002941,ARMENIA,QUINDIO,CASD HERMOGENES MAZA,Oficial,A,261,261,612,309,44,0.65375,0.732754723,0.875354108,0.753952944
105615000627,RIONEGRO,ANTIOQUIA,I. E. TECNICO INDUSTRIAL SANTIAGO DE ARMA,Oficial,A,164,164,633,308,39,0.658,0.637702322,0.887608069,0.72777013
250001003212,VILLAVICENCIO,META,INSTITUCION EDUCATIVA UNIDAD EDUCATIVA AP¿AY,Oficial,A,18,18,650,307,30,0.62475,0.703202057,0.910979228,0.746310428
173001000316,IBAGUÉ,TOLIMA,INST EDUC STA TERESA DE JESUS,Oficial,A,113,113,682,306,37,0.70075,0.747179159,0.89212828,0.780019146
311001030537,BOGOTÁ D.C.,BOGOTÁ D.C.,INST DE EDUC ELEMENTAL PREESCOLAR Y SECUNDARIA  INELPRES,Privado,A,18,18,694,306,43,0.695,0.777436384,0.876790831,0.783075738
405615001341,RIONEGRO,ANTIOQUIA,COLEGIO ANGLO - ESPAÑOL,Privado,A,10,10,737,303,27,0.79725,#N/A,0.918181818,#N/A
268773001068,SUCRE,SANTANDER,COLEGIO INTEGRADO LA GRANJA,Oficial,A,9,9,738,303,27,0.66825,#N/A,0.918181818,#N/A
152356000166,IPIALES,NARIÑO,INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS,Oficial,A,42,42,747,303,36,0.6365,0.749026807,0.89380531,0.759777372
376834001314,TULUÁ,VALLE,COLEGIO COMFANDI TULUA,Privado,A,70,70,760,303,41,0.7005,0.74403801,0.880813953,0.775117321
311001016658,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC MODERNO CAMPESTRE,Privado,A,32,32,791,302,40,0.67825,#N/A,0.883040936,#N/A
354001006823,CÚCUTA,NORTE DE SANTANDER,COL NUESTRA SEÑORA DE FATIMA,Oficial,A,49,49,798,302,44,0.65825,0.737738943,0.87283237,0.756273771
311001065390,BOGOTÁ D.C.,BOGOTÁ D.C.,COL PEDAG DULCE MARIA,Privado,A,160,160,831,300,36,0.67975,0.789919488,0.892857143,0.787508877
385010001194,AGUAZUL,CASANARE,GIMNASIO SAN FRANCISCO DE ASIS,Privado,A,14,14,846,300,42,0.73,0.787743362,0.877192982,0.798312115
311001033510,BOGOTÁ D.C.,BOGOTÁ D.C.,COL SAN BONIFACIO,Privado,A,93,93,866,299,35,0.6905,0.758168379,0.895209581,0.781292653
308001000432,BARRANQUILLA,ATLANTICO,COLEGIO NUESTRA SEÑORA DE NAZARETH,Privado,A,28,28,869,299,37,0.671,0.81565911,0.889880952,0.792180021
186001003603,MOCOA,PUTUMAYO,IE FIDEL DE MONTCLAR,Oficial,A,25,25,891,298,33,0.604,0.615266196,0.900302115,0.70652277
168533000302,PÁRAMO,SANTANDER,COLEGIO NUESTRA SEÑORA DE LA SALUD,Oficial,A,31,31,904,298,39,0.65475,0.678712559,0.884272997,0.739245185
163272000294,FILANDIA,QUINDIO,SAGRADO CORAZON DE JESUS,Oficial,A,54,54,909,298,40,0.635,0.686889505,0.881656805,0.734515437
241615000016,RIVERA,HUILA,IE RIVERITA,Oficial,A,13,13,921,297,32,0.60975,0.574837049,0.902735562,0.695774204
344430001052,MAICAO,GUAJIRA,INST. PEDAGOGICO DE MAICAO,Privado,A,32,32,932,297,39,0.705,0.755032301,0.883928571,0.781320291
168207000360,CONCEPCIÓN,SANTANDER,COLEGIO NUESTRA SEÑORA DE LA CONCEPCION,Oficial,A,27,27,952,296,33,0.639,0.736367321,0.899696049,0.758354457
176001007166,CALI,VALLE,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL JOSE MARIA CARBONELL,Oficial,A,128,128,956,296,35,0.64975,0.647998953,0.894259819,0.730669591
186568000559,PUERTO ASÍS,PUTUMAYO,IE CIUDAD DE ASIS,Oficial,A,97,97,959,296,37,0.6125,0.682827552,0.888888889,0.728072147
185001002031,YOPAL,CASANARE,IE MANUELA BELTRAN,Oficial,A,50,50,992,295,28,0.63025,0.662762419,0.913312693,0.735441704
154172000000,CHINÁCOTA,NORTE DE SANTANDER,INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DE LA PRESENTACION,Oficial,A,61,61,1002,295,39,0.63375,0.694400692,0.883233533,0.737128075
215238000315,DUITAMA,BOYACA,I.E. AGROINDUSTRIAL LA PRADERA,Oficial,A,14,14,1021,294,29,0.67725,0.665138292,0.910216718,0.750868337
173001000324,IBAGUÉ,TOLIMA,INST EDUC LEONIDAS RUBIO VILLEGAS,Oficial,A,93,93,1025,294,32,0.653,0.657779614,0.901840491,0.737540035
108758001852,SOLEDAD,ATLANTICO,I.E. NUESTRA SE¿ORA DE FATIMA,Oficial,A,30,30,1026,294,32,0.64175,#N/A,0.901840491,#N/A
425053000402,ARBELÁEZ,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL KIRPALAMAR,Oficial,A,25,25,1040,294,38,0.633,0.674034135,0.885542169,0.730858768
268207000372,CONCEPCIÓN,SANTANDER,INSTITUTO TECNICO AGROPECUARIO FELIPE CORDERO,Oficial,A,11,11,1050,294,40,0.6625,0.724282233,0.880239521,0.755673918
215238000331,DUITAMA,BOYACA,INSTITUTO TECNICO SAN ANTONIO DE PADUA,Oficial,A,10,10,1073,293,34,0.66275,0.669556491,0.896024465,0.742776985
119001000257,POPAYÁN,CAUCA,NUESTRA SEÑORA DE FATIMA,Oficial,A,37,37,1086,293,39,0.63275,0.705652841,0.88253012,0.740310987
305001018839,MEDELLÍN,ANTIOQUIA,INST EDUC MADRE LAURA,Oficial,A,62,62,1112,292,33,0.629,0.65936567,0.898461538,0.728942403
305001007594,MEDELLÍN,ANTIOQUIA,INST EDUC SANTA JUANA DE LESTONAC,Oficial,A,82,82,1125,292,37,0.66275,0.753967444,0.887537994,0.768085146
419824000990,TOTORÓ,CAUCA,I.E.T. AGROAMBIENTAL GRANA ESCUELA AMALAKA,#N/A,A,1,1,1155,291,0,0.68125,#N/A,1,#N/A
141001001593,NEIVA,HUILA,SAN MIGUEL ARCANGEL,Oficial,A,54,54,1175,291,40,0.61825,0.622886181,0.879154079,0.70676342
105360000296,ITAGÜÍ,ANTIOQUIA,INSTITUCION EDUCATIVA ANTONIO JOSE DE SUCRE,Oficial,A,79,79,1190,291,46,0.6685,0.800231584,0.863501484,0.777411023
325785000320,TABIO,CUNDINAMARCA,COLEGIO CAMPESTRE SABANA DE LOURDES,Privado,A,22,22,1202,290,34,0.659,#N/A,0.895061728,#N/A
150001001860,VILLAVICENCIO,META,COLEGIO DEPARTAMENTAL LA ESPERANZA,Oficial,A,187,187,1217,290,37,0.644,0.698311536,0.886850153,0.743053896
311001047286,BOGOTÁ D.C.,BOGOTÁ D.C.,INSTITUCION EDUCATIVA COMPARTIR SUBA,Privado,A,147,147,1223,290,40,0.67425,#N/A,0.878787879,#N/A
117001001536,MANIZALES,CALDAS,INSTITUCION EDUCATIVA UNIVERSITARIO DE CALDAS,Oficial,A,223,223,1230,290,42,0.649,0.682809083,0.873493976,0.73510102
411102000293,BOGOTÁ D.C.,BOGOTÁ D.C.,INST CLARA FEY,Privado,A,59,59,1244,289,29,0.693,0.765283298,0.908805031,0.789029443
425486000261,NEMOCÓN,CUNDINAMARCA,I.E. BOSCONIA,Privado,A,15,15,1246,289,32,#N/A,#N/A,0.900311526,#N/A
276250000150,EL DOVIO,VALLE,IE ACERG,Oficial,A,7,7,1247,289,33,0.6315,#N/A,0.897515528,#N/A
154518000427,PAMPLONA,NORTE DE SANTANDER,COL LA PRESENTACION,Oficial,A,87,87,1278,289,46,0.65775,0.728510682,0.862686567,0.749649083
173001011237,IBAGUÉ,TOLIMA,INST EDUC MUS AMINA MELENDRO  DE PULECIO,Oficial,A,57,57,1313,288,43,0.6475,0.667328533,0.870090634,0.728306389
225200000058,COGUA,CUNDINAMARCA,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL RURAL EL MORTIÑO,Oficial,A,18,18,1322,288,51,0.649,0.774910498,0.849557522,0.757822673
311001090572,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC CULT MOSQUERA,Privado,A,82,82,1326,287,34,0.6645,0.75987312,0.894080997,0.772818039
113001003061,CARTAGENA DE INDIAS,BOLIVAR,INSTITUCION EDUCATIVA HERMANO ANTONIO RAMOS DE LA SALLE,Oficial,A,76,76,1334,287,37,0.596,0.732204437,0.885802469,0.738002302
315001001613,TUNJA,BOYACA,INSTITUCION EDUCATIVA SAN JERONIMO EMILIANI,Oficial,A,86,86,1335,287,38,0.6105,0.647226731,0.883076923,0.713601218
311001046263,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC CONTADORA,Privado,A,72,72,1336,287,38,0.693,0.753571224,0.883076923,0.776549382
117013000292,AGUADAS,CALDAS,INSTITUCION EDUCATIVA LICEO CLAUDINA MUNERA,Oficial,A,26,26,1347,287,41,#N/A,0.721347634,0.875,#N/A
168432000051,MÁLAGA,SANTANDER,COLEGIO CUSTODIO GARCIA ROVIRA,Oficial,A,75,75,1373,286,36,0.622,0.651121235,0.888198758,0.720439998
150001000936,VILLAVICENCIO,META,ESC NORMAL SUPERIOR DE VILLAVICENCIO,Oficial,A,147,147,1385,286,39,0.6365,0.624211057,0.88,0.713570352
311001046328,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC SAN BASILIO MAGNO,Privado,A,101,101,1387,286,40,0.68825,0.785810693,0.877300613,0.783787102
311001076375,BOGOTÁ D.C.,BOGOTÁ D.C.,GIMN SAN JOSE DE BAVARIA,#N/A,A,10,10,1411,286,49,0.80625,#N/A,0.853731343,#N/A
286001001516,PUERTO GUZMÁN,PUTUMAYO,IE AMAZONICA,Oficial,A,53,53,1423,285,35,0.578,0.494755522,0.890625,0.654460174
425200000235,COGUA,CUNDINAMARCA,I. E. D. LA PLAZUELA,Oficial,A,29,29,1424,285,35,0.6305,0.625133324,0.890625,0.715419441
276001042756,CALI,VALLE,INSTITUCION EDUCATIVA LA PAZ,Oficial,A,7,7,1429,285,37,0.61125,0.540098047,0.885093168,0.678813738
176520002759,PALMIRA,VALLE,IE CARDENAS MIRRIÑAO,Oficial,A,147,147,1431,285,38,0.6195,0.582784096,0.882352941,0.694879013
205001026624,MEDELLÍN,ANTIOQUIA,INST EDUC COMPARTIR,#N/A,A,83,83,1432,285,38,0.5965,#N/A,0.882352941,#N/A
285410000045,TAURAMENA,CASANARE,I.E. SIGLO XXI,Oficial,A,20,20,1438,285,40,0.63975,0.726409849,0.876923077,0.747694308
311001088420,BOGOTÁ D.C.,BOGOTÁ D.C.,COL PAE (PROCESO ALTERNATIVO EDUCATIVO),Privado,A,51,51,1446,285,42,0.65625,0.719420989,0.871559633,0.749076874
305001017077,SABANETA,ANTIOQUIA,COLEGIO CARLOS CASTRO SAAVEDRA,Privado,A,32,32,1453,285,46,#N/A,0.685184876,0.86102719,#N/A
168755000327,SOCORRO,SANTANDER,COLEGIO AVELINA MORENO,Oficial,A,86,86,1469,284,37,0.618,0.68187952,0.884735202,0.728204908
105360000083,ITAGÜÍ,ANTIOQUIA,INSTITUCION EDUCATIVA SAN JOSE,Oficial,A,168,168,1476,284,39,0.6845,0.730418444,0.879256966,0.764725137
311001091129,BOGOTÁ D.C.,BOGOTÁ D.C.,COL HOGAR DE NAZARETH,Privado,A,105,105,1477,284,39,0.69025,0.767620866,0.879256966,0.77904261
325754003916,SOACHA,CUNDINAMARCA,INSTITUTO BUENOS AIRES,#N/A,A,2,2,1507,283,15,#N/A,#N/A,0.94966443,#N/A
173411000941,LÍBANO,TOLIMA,INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DE LOURDES,Oficial,A,60,60,1509,283,30,0.6195,0.72313002,0.904153355,0.748927791
168522000050,PALMAR,SANTANDER,INSTITUTO TECNICO  JOSE RUEDA,Oficial,A,13,13,1516,283,35,0.61825,#N/A,0.889937107,#N/A
108001002924,BARRANQUILLA,ATLANTICO,INST. EDUC. DIST. PARA EL DESARROLLO HUMANO MARIA CANO (ANT. CEB #079),Oficial,A,74,74,1518,283,37,0.65125,0.596100171,0.884375,0.710575057
225290000604,FUSAGASUGÁ,CUNDINAMARCA,INSTITUCION EDUCATIVA MUNICIPAL INST. TECNICO AGRICOLA VALSALICE,Oficial,A,70,70,1519,283,37,0.62675,0.629074208,0.884375,0.713399736
311001050023,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO DE EDUCACIÓN TÉCNICA Y ACADÉMICA CELESTIN FREINET,Privado,A,319,319,1522,283,38,0.6715,0.739238771,0.881619938,0.764119569
154001008274,CÚCUTA,NORTE DE SANTANDER,COL PABLO NERUDA,Oficial,A,66,66,1537,283,42,0.65125,0.742982928,0.870769231,0.75500072
108758078839,SOLEDAD,ATLANTICO,I.E. LICEO MAYOR DE SOLEDAD RAFAEL U LAFAURIE RIVERA,Privado,A,103,103,1544,283,45,0.60875,0.659148677,0.862804878,0.710234518
325473000381,MOSQUERA,CUNDINAMARCA,COLEGIO COOPERATIVO TOMAS CIPRIANO DE MOSQUERA,Privado,A,18,18,1549,283,55,0.65025,#N/A,0.837278107,#N/A
168001001025,BUCARAMANGA,SANTANDER,I E LAS AMERICAS,Oficial,A,92,92,1561,282,36,0.62275,0.660616382,0.886792453,0.723386278
108758000546,SOLEDAD,ATLANTICO,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL BLAS TORRES DE LA TORRE,Oficial,A,224,224,1577,282,42,0.631,0.736714681,0.87037037,0.74602835
108001002614,BARRANQUILLA,ATLANTICO,INST. EDUC. DIST. LESTONNAC (ANT. C.E.B. # 009),Oficial,A,61,61,1599,281,34,0.64325,0.710730108,0.892063492,0.7486812
115238001775,DUITAMA,BOYACA,INSTITUTO TECNICO NUEVA FAMILIA.,Oficial,A,40,40,1610,281,37,0.62975,0.636163108,0.883647799,0.716520302
311769004063,BOGOTÁ D.C.,BOGOTÁ D.C.,GIMN SANTANDER,Privado,A,23,23,1636,281,48,0.67925,0.749993149,0.854103343,0.761115498
194001000496,INÍRIDA,GUAINIA,I.E.  LUIS CARLOS GALAN SARMIENTO,Oficial,A,33,33,1646,280,29,0.59025,0.610243018,0.906148867,0.702213962
311001043001,BOGOTÁ D.C.,BOGOTÁ D.C.,COL LA NUEVA ESTANCIA,Privado,A,20,20,1651,280,33,0.64075,0.691310549,0.89456869,0.742209746
150001000952,VILLAVICENCIO,META,COL NZADO FEM DE BTO DE VILLAVICENCIO,Oficial,A,137,137,1655,280,34,0.63725,0.69295276,0.891719745,0.740640835
111001014869,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO LUIS VARGAS TEJADA (IED),Oficial,A,62,62,1663,280,37,0.62675,0.651695363,0.883280757,0.720575373
183001001946,FLORENCIA,CAQUETA,LOS PINOS,Oficial,A,19,19,1716,279,33,0.59525,0.670678504,0.894230769,0.720053091
363001002037,ARMENIA,QUINDIO,MARCELINO CHAMPAGNAT,Oficial,A,114,114,1758,279,45,0.63475,0.702468586,0.861111111,0.732776566
308573000522,PUERTO COLOMBIA,ATLANTICO,I.E. SAN NICOLAS DE TOLENTINO,Oficial,A,35,35,1759,279,45,0.6215,0.564687236,0.861111111,0.682432782
168689002968,SAN VICENTE DE CHUCURÍ,SANTANDER,COLEGIO NUESTRA SE¿ORA DE LA PAZ,Oficial,A,82,82,1762,279,46,0.6095,0.717145983,0.858461538,0.728369174
154743000495,SILOS,NORTE DE SANTANDER,INST EDUCATIVA LUIS ERNESTO PUYANA,Oficial,A,20,20,1764,279,47,0.616,0.577894179,0.855828221,0.6832408
311769001030,BOGOTÁ D.C.,BOGOTÁ D.C.,CENT EDUC ASOSIERVAS                                                                                ,Privado,A,54,54,1772,278,33,0.667,#N/A,0.893890675,#N/A
105001006718,MEDELLÍN,ANTIOQUIA,INST EDUC ASIA IGNACIANA,Oficial,A,92,92,1784,278,37,0.6005,0.605259975,0.882539683,0.696099886
168081003732,BARRANCABERMEJA,SANTANDER,I.E. CASD JOSE PRUDENCIO PADILLA,Oficial,A,181,181,1789,278,38,0.57725,0.560903947,0.879746835,0.672633594
311001045542,BOGOTÁ D.C.,BOGOTÁ D.C.,COL PSICOPEDAG LA ACACIA  LTDA,Privado,A,59,59,1798,278,40,0.6405,0.73063798,0.874213836,0.748450605
311102000086,BOGOTÁ D.C.,BOGOTÁ D.C.,COL CLARETIANO EL LIBERTADOR,Privado,A,81,81,1809,278,41,0.609,0.72902441,0.871473354,0.736499255
117541001748,PENSILVANIA,CALDAS,INSTITUCION EDUCATIVA PENSILVANIA,Oficial,A,50,50,1810,278,41,0.6065,0.631149896,0.871473354,0.703041083
170001000244,SINCELEJO,SUCRE,INSTITUCION EDUCATIVA POLICARPA SALAVARRIETA,Oficial,A,133,133,1834,278,48,0.62975,0.632305495,0.852760736,0.704938744
125817000115,TOCANCIPÁ,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL DE BACHILLERATO TECNICO COMERCIA,Oficial,A,128,128,1847,277,36,0.61525,0.678250885,0.884984026,0.726161637
154001002136,CÚCUTA,NORTE DE SANTANDER,COL FRANCISCO JOSE DE CALDAS,Oficial,A,142,142,1852,277,37,0.59775,0.526165231,0.882165605,0.668693612
225430000014,MADRID,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL SAN PATRICIO PUENTE DE P,Oficial,A,36,36,1853,277,37,0.595,0.639721092,0.882165605,0.705628899
125386000295,LA MESA,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPTAL FRANCISCO JULIAN OLAYA,Oficial,A,127,127,1857,277,38,0.62575,0.695202303,0.879365079,0.733439127
105001002011,MEDELLÍN,ANTIOQUIA,INST EDUC FEDERICO OZANAM,Oficial,A,122,122,1862,277,39,0.59625,0.633084726,0.876582278,0.701972335
163594000389,QUIMBAYA,QUINDIO,POLICARPA SALAVARRIETA,Oficial,A,108,108,1868,277,40,0.60525,0.537728898,0.873817035,0.672265311
154498000051,OCAÑA,NORTE DE SANTANDER,COL AGUSTINA FERRO,Oficial,A,58,58,1871,277,41,0.60925,0.691808764,0.871069182,0.724042649
105001014851,MEDELLÍN,ANTIOQUIA,INST EDUC JESUS REY,Oficial,A,148,148,1886,277,43,0.6165,0.668529161,0.865625,0.71688472
225053000187,ARBELÁEZ,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL ZARAGOZA,Oficial,A,19,19,1887,277,43,0.628,0.693236192,0.865625,0.728953731
154720001681,SARDINATA,NORTE DE SANTANDER,COL ALIRIO VERGEL PACHECO,Oficial,A,43,43,1896,277,46,0.63825,0.76269652,0.857585139,0.752843887
154051000860,ARBOLEDAS,NORTE DE SANTANDER,I.E. SAN JUAN BOSCO,Oficial,A,75,75,1903,277,50,0.58375,0.586054325,0.847094801,0.672299709
111001086789,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO RAFAEL NUÑEZ  (IED),Oficial,A,78,78,1912,276,34,0.592,0.541593965,0.890322581,0.674638849
150001000979,VILLAVICENCIO,META,INEM LUIS LOPEZ DE MESA,Oficial,A,278,278,1920,276,37,0.6235,0.626274077,0.881789137,0.710521071
173283000020,FRESNO,TOLIMA,INSTITUCION EDUCATIVA TECNICA NIÑA MARIA,Oficial,A,62,62,1928,276,38,0.633,0.689092779,0.878980892,0.733691224
105001003271,MEDELLÍN,ANTIOQUIA,INSTITUCION EDUCATIVA OCTAVIO HARRY - JACQUELINE KENNEDY,Oficial,A,55,55,1929,276,38,0.5885,0.543637005,0.878980892,0.670372632
115244000012,EL COCUY,BOYACA,I.E. JOSÉ SANTOS GUTIERREZ,Oficial,A,44,44,1930,276,38,0.60675,0.687467098,0.878980892,0.72439933
111001098922,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO COLSUBSIDIO LAS MERCEDES (IED),Oficial,A,135,135,1946,276,42,0.6115,0.700052039,0.867924528,0.726492189
125368000164,JERUSALÉN,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL NACIONALIZADO,Oficial,A,19,19,1964,275,31,0.57525,0.581351821,0.89869281,0.68509821
154720000315,SARDINATA,NORTE DE SANTANDER,COL NTRA SRA DE LAS MERCEDES,Oficial,A,53,53,1975,275,36,0.6075,0.693722963,0.884244373,0.728489112
183001000991,FLORENCIA,CAQUETA,TECNICO INDUSTRIAL,Oficial,A,164,164,2017,275,43,0.62375,0.645804818,0.864779874,0.711444898
368276001555,FLORIDABLANCA,SANTANDER,COL INTEGD SAN JOSE,Privado,A,19,19,2032,275,51,0.62525,#N/A,0.843558282,#N/A
344001000382,RIOHACHA,GUAJIRA,SAGRADA FAMILIA,Oficial,A,39,39,2044,274,34,0.63275,0.670942036,0.88961039,0.731100809
173347000011,HERVEO,TOLIMA,INSTITUCION EDUCATIVA TECNICA MARCO FIDEL SUAREZ,Oficial,A,26,26,2048,274,35,0.61125,0.562055222,0.886731392,0.686678871
125126000313,CAJICÁ,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL SAN GABRIEL,Oficial,A,144,144,2062,274,38,0.61725,0.692402029,0.878205128,0.729285719
108001004757,BARRANQUILLA,ATLANTICO,INST. EDUC. DIST. MARCO FIDEL SUAREZ,Oficial,A,171,171,2067,274,39,0.633,0.769027472,0.875399361,0.759142278
154001008266,CÚCUTA,NORTE DE SANTANDER,COL MPAL SIMON BOLIVAR,Oficial,A,103,103,2068,274,39,0.592,0.639275471,0.875399361,0.702224944
311769004004,BOGOTÁ D.C.,BOGOTÁ D.C.,INST TEC CIAL CERROS DE SUBA,Privado,A,46,46,2070,274,39,0.635,0.737052727,0.875399361,0.749150696
325286000149,FUNZA,CUNDINAMARCA,I E SANTA ANA,Privado,A,74,74,2073,274,40,0.6105,0.709507195,0.872611465,0.730872887
311001044236,BOGOTÁ D.C.,BOGOTÁ D.C.,COL TALLER PSICOPEDAG DE LOS ANDES,Privado,A,100,100,2077,274,41,0.671,0.726262124,0.86984127,0.755701131
376364002351,JAMUNDÍ,VALLE,COLEGIO NUEVO MUNDO,Privado,A,8,8,2078,274,41,0.621,#N/A,0.86984127,#N/A
225740000146,SIBATÉ,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL SAN BENITO,Oficial,A,18,18,2095,274,44,0.601,0.675556008,0.86163522,0.712730409
117001000611,MANIZALES,CALDAS,INSTITUTO LATINOAMERICANO,Oficial,A,49,49,2096,274,45,0.60775,0.521152369,0.858934169,0.662612179
154174000155,CHITAGÁ,NORTE DE SANTANDER,INST EDUCATIVA ALONSO CARVAJAL PERALTA,Oficial,A,74,74,2107,273,34,0.6005,0.666199938,0.889250814,0.718650251
225151000381,CÁQUEZA,CUNDINAMARCA,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL RIONEGRO SUR,Oficial,A,25,25,2115,273,36,0.617,0.61395057,0.883495146,0.704815239
150001000383,VILLAVICENCIO,META,INSTITUCION EDUCATIVA GERMAN ARCINIEGAS,Oficial,A,96,96,2128,273,38,0.61075,0.66501592,0.877813505,0.717859808
285010000364,AGUAZUL,CASANARE,IE LUIS MARIA JIMENEZ,Oficial,A,28,28,2129,273,38,0.62175,0.624863354,0.877813505,0.708142286
115001000065,TUNJA,BOYACA,I.E. SILVINO RODRIGUEZ,Oficial,A,142,142,2133,273,39,0.6,0.602221823,0.875,0.692407274
247001001791,SANTA MARTA,MAGDALENA,IED ESCUELA NORMAL SUPERIOR SAN PEDRO ALEJANDRINO,Oficial,A,138,138,2135,273,39,0.59275,0.68253897,0.875,0.71676299
311001005168,BOGOTÁ D.C.,BOGOTÁ D.C.,INST SUP COOPERATIVO,Privado,A,31,31,2138,273,40,0.653,0.675106112,0.872204473,0.733436862
308758002891,SOLEDAD,ATLANTICO,INSTITUCION EDUCATIVA JESUS MAESTRO F.M.S.D.,Oficial,A,67,67,2145,273,41,0.62475,0.75770518,0.869426752,0.75062731
115001002602,TUNJA,BOYACA,INSTITUCION EDUCATIVA ANTONIO JOSE SANDOVAL GOMEZ DE TUNJA,Oficial,A,66,66,2146,273,41,0.6215,0.692111095,0.869426752,0.727679282
308758001134,SOLEDAD,ATLANTICO,INSTITUCION EDUCATIVA VISTA HERMOSA DE SOLEDAD,Oficial,A,49,49,2148,273,41,0.58625,0.538576253,0.869426752,0.664751002
125513001069,PACHO,CUNDINAMARCA,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL TÉCNICO COMERCIAL ANA FRANCISCA LARA,Oficial,A,77,77,2161,273,44,0.6145,0.74142259,0.861198738,0.739040443
185315000084,SÁCAMA,CASANARE,IE TEC ANTONIO NARIÑO,Oficial,A,17,17,2186,272,32,0.641,0.591200145,0.894736842,0.708978996
225019000208,ALBÁN,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL CHIMBE,Oficial,A,13,13,2187,272,32,0.6135,0.501025041,0.894736842,0.669753961
111279000184,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO LUIS ANGEL ARANGO  (IED),Oficial,A,68,68,2200,272,37,0.5975,0.66473403,0.8802589,0.71416431
111001014745,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO ANTONIO JOSE DE SUCRE(IED),Oficial,A,29,29,2201,272,37,0.61125,0.714681896,0.8802589,0.735396932
163001002046,ARMENIA,QUINDIO,RUFINO JOSE CUERVO SUR,Oficial,A,134,134,2226,272,43,0.57925,0.437378661,0.863492063,0.626706908
386885000016,VILLAGARZÓN,PUTUMAYO,IE NUESTRA SEÑORA DEL PILAR,Oficial,A,39,39,2227,272,43,0.633,0.732412497,0.863492063,0.742968187
368001006301,BUCARAMANGA,SANTANDER,COLEGIO HARVARD,#N/A,A,5,5,2232,272,45,#N/A,#N/A,0.858044164,#N/A
