Código DANE,País/ET/Municipios,Departamento,Establecimientos educativos,Sector,Calendario,Matriculados,Publicados,PUESTO SABER11,Promedio Puntaje Global SABER 11,Desviación General,FORMULA 1,FORMULA 2,FORMULA 3,TOTAL
166001000891,PEREIRA,RISARALDA,IE DEOGRACIAS CARDONA,Oficial,A,93,73,2969,264,39,0.5805,0.576899274,0.843606941,0.667002072
113836000071,TURBACO,BOLIVAR,INSTITUCION EDUCATIVA TECNICA ALFONSO LOPEZ PUMAREJO,Oficial,A,87,78,7812,218,36,0.5765,0.514734777,0.843605756,0.644946844
217513000561,PÁCORA,CALDAS,INSTITUCION EDUCATIVA MARISCAL ROBLEDO,Oficial,A,7,7,4876,248,46,0.59475,#N/A,0.843537415,#N/A
285225000870,NUNCHÍA,CASANARE,IE LAS MERCEDES,Oficial,A,21,19,5752,240,40,0.60675,0.494830465,0.843537415,0.648372627
219743000171,SILVIA,CAUCA,INST EDUC TEC KIZGO ANTES (INST EDUC QUIZGO),Oficial,A,42,38,8303,210,35,0.49975,0.381142163,0.843537415,0.574809859
127361000129,ISTMINA,CHOCO,IE NORMAL SUP NTRA SRA DE LAS MERCEDES,Oficial,A,74,73,5663,241,44,0.5485,0.430904404,0.843527738,0.607644048
225426000115,MACHETÁ,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL  RURAL CASADILLAS BAJO,Oficial,A,10,10,7604,221,41,0.58925,#N/A,0.84351145,#N/A
105250000932,EL BAGRE,ANTIOQUIA,I. E. LA ESMERALDA,Oficial,A,29,28,6837,230,41,0.51825,0.424519475,0.843491538,0.595420338
163302000294,GÉNOVA,QUINDIO,INST GÉNOVA,Oficial,A,52,51,7222,226,41,0.55675,0.425031471,0.843488908,0.60842346
105664000187,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,I. E. PIO XII,Oficial,A,79,72,4597,250,42,0.56725,0.464182917,0.843419456,0.624950791
168307001647,GIRÓN,SANTANDER,COLEGIO DIANA TURBAY QUINTERO,#N/A,A,21,20,5884,239,42,0.5625,#N/A,0.84341637,#N/A
217433000314,MANZANARES,CALDAS,INSTITUCION EDUCATIVA AGUABONITA,Oficial,A,11,11,6133,237,44,0.5885,0.524233659,0.84341637,0.65205001
147555000295,PLATO,MAGDALENA,INSTITUCION EDUCATIVA DEPARTAMENTAL JUANA ARIAS DE BENAVIDES,Oficial,A,208,188,7510,222,37,0.536,0.468888537,0.843406593,0.616098377
376001021966,CALI,VALLE,CENTRO DE EDUCACION EN TECNOLOGIA CENTEC,Privado,A,121,112,4361,252,43,0.58025,0.49828728,0.843395434,0.640644238
176520002708,PALMIRA,VALLE,IE SANTA BARBARA,Oficial,A,47,44,4745,249,43,0.5445,0.497213872,0.843340134,0.628351335
168307000260,GIRÓN,SANTANDER,I.E. COLEGIO NIEVES CORTES PICON SEDE A,Oficial,A,92,90,4127,254,46,0.59775,0.408174499,0.843333333,0.616419277
205690000262,SANTO DOMINGO,ANTIOQUIA,I. E. R. PORCESITO,Oficial,A,41,40,7956,216,39,0.5215,0.444222109,0.843328551,0.603016886
176834003946,TULUÁ,VALLE,INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO,Oficial,A,208,200,5548,242,43,0.5565,0.488633196,0.843319838,0.629484345
205051002238,ARBOLETES,ANTIOQUIA,I. E. R. LA TRINIDAD,Oficial,A,31,24,6612,232,34,0.54525,0.592229541,0.843317972,0.660265838
105490000026,NECOCLÍ,ANTIOQUIA,I. E. ANTONIO ROLDAN BETANCUR,Oficial,A,72,63,5633,241,39,0.5475,0.462640556,0.843303571,0.617814709
120001006768,VALLEDUPAR,CESAR,IE BELLO HORIZONTE,Oficial,A,95,91,7218,226,40,0.5155,0.447273795,0.843292442,0.602022079
205837002916,TURBO,ANTIOQUIA,I.E. EL TRES,Oficial,A,37,30,7335,224,34,0.644,0.496882582,0.843285146,0.661389242
123001800064,MONTERÍA,CORDOBA,INSTITUCION EDUCATIVA EL RECUERDO,#N/A,A,20,16,6509,233,35,#N/A,#N/A,0.843283582,#N/A
125815000401,TOCAIMA,CUNDINAMARCA,INSTITUCION EDUCATIVA  DEPTAL HERNAN VENEGAS CARRILLO,Oficial,A,100,97,6441,234,42,0.54575,0.441863632,0.84326087,0.610291501
347001004301,SANTA MARTA,MAGDALENA,INSTITUTO MANUEL JOSE DEL CASTILLO,Privado,A,12,12,2506,269,50,0.5785,#N/A,0.843260188,#N/A
273026000587,ALVARADO,TOLIMA,INSTITUCION EDUCATIVA LUIS CARLOS GALAN SARMIENTO,Oficial,A,27,23,4207,253,40,0.613,0.658151849,0.843256226,0.704802692
152835004567,SAN ANDRÉS DE TUMACO,NARIÑO,I.E. LLORENTE,Oficial,A,76,67,7098,227,37,0.4905,0.393850048,0.843251595,0.575867214
305001018421,MEDELLÍN,ANTIOQUIA,CENT EDUC JESUS AMIGO,Privado,A,30,29,5107,246,44,0.585,0.506557496,0.843218391,0.644925296
168051000224,ARATOCA,SANTANDER,COLEGIO SAN LUIS,Oficial,A,57,57,5552,242,45,0.57575,0.554431725,0.843205575,0.657795766
215238000412,DUITAMA,BOYACA,INSTITUCION EDUCATIVA AGROINDUSTRIAL FRANCISCO MEDRANO,Oficial,A,18,18,5553,242,45,0.70675,#N/A,0.843205575,#N/A
368895000679,ZAPATOCA,SANTANDER,COLEGIO SAGRADO CORAZÓN DE JESÚS,Privado,A,20,20,1454,285,53,0.6775,0.626882982,0.843195266,0.715859416
205664000165,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,I.E.R. EL TAMBO,Oficial,A,49,47,4868,248,44,0.5815,0.501100397,0.843164663,0.641921687
170001001861,SINCELEJO,SUCRE,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL ANTONIO PRIETO,Oficial,A,225,218,3232,262,47,0.56325,0.430765327,0.843164329,0.612393219
320001002702,VALLEDUPAR,CESAR,COLEGIO OCTAVIO DAZA DAZA,Privado,A,31,30,5770,240,43,0.57225,#N/A,0.843155135,#N/A
123162000131,CERETÉ,CORDOBA,I. E. EL CAÑITO DE LOS SABALOS,Oficial,A,27,22,6190,236,36,0.52775,0.58056914,0.843137255,0.650485465
223417002463,LORICA,CORDOBA,IE JOSE ISABEL GONZALEZ,Oficial,A,39,35,8243,211,35,0.5415,0.435410984,0.843131124,0.606680703
117001001765,MANIZALES,CALDAS,INSTITUCIÓN  EDUCATIVA ISABEL LA CATOLICA,Oficial,A,106,102,4998,247,44,0.56975,0.441577768,0.843091487,0.618139752
205440000305,MARINILLA,ANTIOQUIA,I E R ROSALIA HOYOS,Oficial,A,27,23,3538,259,41,0.59925,0.505182886,0.84308642,0.649173102
281300000052,FORTUL,ARAUCA,I.E. PAZ Y ESPERANZA,Oficial,A,25,20,7171,226,34,0.5735,0.473172053,0.843076923,0.629916325
276736000143,SEVILLA,VALLE,IE DOCE DE OCTUBRE,Oficial,A,9,8,6729,231,38,0.5585,#N/A,0.843040066,#N/A
105360000318,ITAGÜÍ,ANTIOQUIA,INSTITUCION EDUCATIVA JOHN F. KENNEDY,Oficial,A,88,85,3774,257,46,0.576,0.531884972,0.843009301,0.650298091
168001004962,BUCARAMANGA,SANTANDER,IE PROMOCION SOCIAL DEL NORTE,Oficial,A,35,31,4588,250,41,0.5775,0.580700254,0.843004418,0.667068224
320550000037,PELAYA,CESAR,IE JOSE MARIA TORTI SORIANO,Oficial,A,46,46,5004,247,46,0.5615,0.582854684,0.843003413,0.662452699
117001006104,MANIZALES,CALDAS,INSTITUCIÓN EDUCATIVA ADOLFO HOYOS OCAMPO,Oficial,A,17,16,4991,247,43,0.56575,0.492113209,0.843002028,0.633621746
297001001836,MITÚ,VAUPES,I.E.D. DE MANDI,Oficial,A,15,14,8838,197,34,0.48125,0.434893147,0.843001443,0.58638153
241359000275,ISNOS,HUILA,IE SALEN,Oficial,A,24,22,6220,236,40,0.55175,0.542502642,0.842995169,0.64574927
381001002035,ARAUCA,ARAUCA,I.E.A. MUNICIPAL,Oficial,A,27,26,5655,241,43,0.5495,0.509650421,0.842983829,0.63404475
205490001400,NECOCLÍ,ANTIOQUIA,I. E. R. MELLITO,Oficial,A,35,34,7520,222,40,0.519,0.461308066,0.842966194,0.607758087
168081003261,BARRANCABERMEJA,SANTANDER,INSTITUCION EDUCATIVA  EL  CASTILLO,Oficial,A,104,102,1704,280,51,0.59275,0.597900407,0.842958401,0.677869603
176020000032,ALCALÁ,VALLE,IE SAN JOSE,Oficial,A,63,57,7103,227,38,0.5355,0.462121129,0.84294699,0.613522706
270670000441,SAMPUÉS,SUCRE,INST EDUC MATEO PEREZ,Oficial,A,21,19,7576,221,37,0.53875,0.480233351,0.842930971,0.620638107
105001003450,MEDELLÍN,ANTIOQUIA,INST EDUC ROSALIA SUAREZ,Oficial,A,78,72,1639,281,48,0.64125,0.681048123,0.842880524,0.721726216
105002000047,ABEJORRAL,ANTIOQUIA,I. E. FUNDACION CELIA DUQUE DE DUQUE,Oficial,A,37,38,2410,270,52,0.599,0.636578687,0.84287393,0.692817539
223686000728,SAN PELAYO,CORDOBA,INSTITUCION EDUCATIVA SAGRADO CORAZON DE JESUS,Oficial,A,32,30,5540,242,42,0.59575,0.627278042,0.842869718,0.688632587
105411000199,LIBORINA,ANTIOQUIA,I. E. SAN FRANCISCO DE ASIS,Oficial,A,77,77,6243,236,44,0.55025,0.438295794,0.842857143,0.610467645
123417001632,LORICA,CORDOBA,IE ANTONIO DE LA TORRE Y MIRANDA,Oficial,A,113,111,6843,230,42,0.54075,0.4668612,0.842855284,0.616822161
168001002625,BUCARAMANGA,SANTANDER,I  E ANDRES PAEZ DE SOTOMAYOR,Oficial,A,67,61,2692,267,45,0.61275,0.691305478,0.842853042,0.715636174
176834003989,TULUÁ,VALLE,INSTITUCION EDUCATIVA TECNICA OCCIDENTE,Oficial,A,249,238,4124,254,45,0.55825,0.471156581,0.84284966,0.624085414
217388000383,LA MERCED,CALDAS,INSTITUCION EDUCATIVA LLANADAS,Oficial,A,34,33,7521,222,40,0.57725,0.449867598,0.842837899,0.623318499
105001000795,MEDELLÍN,ANTIOQUIA,INST EDUC ALFREDO COCK ARANGO,Oficial,A,61,60,5109,246,45,0.57625,0.425915726,0.842825756,0.614997161
113433000021,MAHATES,BOLIVAR,I.E. CAMILO TORRES DE MAHATES,Oficial,A,55,49,7811,218,36,0.5065,0.42295138,0.842806013,0.590752464
205002000611,ABEJORRAL,ANTIOQUIA,I. E. R. ZOILA DUQUE BAENA,Oficial,A,12,10,5296,244,38,0.60425,0.61941638,0.842789598,0.688818659
308433001120,MALAMBO,ATLANTICO,INSTITUCION EDUCATIVA JOSE MARIA CORDOVA,Privado,A,34,33,6557,233,42,#N/A,#N/A,0.842780749,#N/A
311001034508,BOGOTÁ D.C.,BOGOTÁ D.C.,COL MONSERRATE,Privado,A,19,15,1315,288,43,0.7035,#N/A,0.842741294,#N/A
150006000322,ACACÍAS,META,IE GABRIELA MISTRAL,Oficial,A,41,35,5850,239,38,0.582,0.484142876,0.84274016,0.636294345
276130000628,CANDELARIA,VALLE,IE RODRIGO LLOREDA CAICEDO,Oficial,A,136,132,5330,244,44,0.537,0.463498211,0.842728758,0.61440899
350573030843,PUERTO LÓPEZ,META,COLEGIO COFREM - PUERTO LOPEZ,Privado,A,14,15,4018,255,52,0.6015,0.711188873,0.842717543,0.718468805
176823000066,TORO,VALLE,IE FRAY JOSE JOAQUIN ESCOBAR,Oficial,A,39,34,4218,253,41,0.53775,0.391724912,0.842665271,0.590713395
111001024830,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO FRANCISCO PRIMERO S.S. (IED),Oficial,A,39,33,2785,266,42,0.593,0.545236142,0.842657343,0.660297828
115755000371,SOCOTÁ,BOYACA,IE TECNICA  FRANCISCO JOSE DE CALDAS,Oficial,A,50,50,5666,241,45,0.5985,0.558738732,0.842657343,0.666632025
113430001379,MAGANGUÉ,BOLIVAR,INST EDUC MANUEL ATENCIA ORDO¿EZ,Oficial,A,93,94,7529,222,42,0.52325,0.446694891,0.842619746,0.604188212
105847001204,URRAO,ANTIOQUIA,I. E. MONSEÑOR J. IVAN CADAVID GUTIERREZ,Oficial,A,89,86,5220,245,44,0.55975,0.484543753,0.842618872,0.628970875
117380000347,LA DORADA,CALDAS,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL CARMEN,Oficial,A,161,148,3026,264,45,0.56325,0.624825764,0.842609902,0.676895222
117001002737,MANIZALES,CALDAS,INSTITUCION EDUCATIVA LA ASUNCION,Oficial,A,64,61,5439,243,43,0.57075,0.492322747,0.84260271,0.635225152
125807000257,TIBIRITA,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL MONSEÑOR AGUSTIN GUTIERREZ,Oficial,A,31,30,5889,239,43,0.58475,0.435568714,0.842598948,0.620972554
225793000091,TAUSA,CUNDINAMARCA,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL SAN ANTONIO,Oficial,A,33,31,5648,241,42,0.5995,0.681902409,0.842595567,0.707999325
120178000042,CHIRIGUANÁ,CESAR,I.E. JUAN MEJIA GOMEZ,Oficial,A,128,122,7219,226,40,0.53025,0.497407397,0.842575188,0.623410862
163111000138,BUENAVISTA,QUINDIO,INST BUENAVISTA,Oficial,A,27,26,3773,257,46,0.55275,#N/A,0.842562034,#N/A
170001003847,SINCELEJO,SUCRE,INSTITUCION EDUCATIVA DULCE NOMBRE DE JESUS,Oficial,A,182,175,6332,235,42,0.54225,0.423874728,0.842543738,0.602889489
105895001119,ZARAGOZA,ANTIOQUIA,I. E. LUIS FERNANDO RESTREPO RESTREPO,Oficial,A,36,36,8074,214,40,0.5035,0.438608567,0.842519685,0.594876084
244279001415,FONSECA,GUAJIRA,INSTITUCIÓN EDUCATIVA MAYABANGLOMA,Oficial,A,14,14,8075,214,40,0.50825,0.405315479,0.842519685,0.585361721
250350000051,LA MACARENA,META,IE SANTA TERESA,#N/A,A,4,4,8076,214,40,0.556,#N/A,0.842519685,#N/A
273408000137,LÉRIDA,TOLIMA,INSTITUCION EDUCATIVA SAN FRANCISCO DE LA SIERRA,Oficial,A,30,29,7020,228,41,0.55175,0.517889277,0.842503098,0.637380792
376275000795,FLORIDA,VALLE,INST RICARDO NIETO,Privado,A,13,13,144,337,63,0.7665,0.827160327,0.8425,0.812053442
317174000526,CHINCHINÁ,CALDAS,COLEGIO LOS ANDES,Privado,A,14,12,2485,269,43,0.60875,#N/A,0.842490842,#N/A
347001000985,SANTA MARTA,MAGDALENA,LICEO DEL CARIBE,Privado,A,18,18,6845,230,43,0.5745,#N/A,0.842490842,#N/A
217001002065,MANIZALES,CALDAS,INSTITUCION EDUCATIVA RURAL LA VIOLETA,Oficial,A,12,12,6846,230,43,0.58975,#N/A,0.842490842,#N/A
308001013402,SOLEDAD,ATLANTICO,COLEGIO MIXTO MIGUEL DE CERVANTES SAAVEDRA,Privado,A,9,9,6847,230,43,0.619,#N/A,0.842490842,#N/A
191001000501,LETICIA,AMAZONAS,COLEGIO NAVAL DE LETICIA,Privado,A,16,15,1103,293,51,0.6505,0.712493785,0.842478198,0.735157328
247189003701,CIÉNAGA,MAGDALENA,I.E. SIBERIA,Oficial,A,10,8,7257,225,34,0.5605,#N/A,0.842471042,#N/A
176036000024,ANDALUCÍA,VALLE,IE ELEAZAR LIBREROS SALAMANCA,Oficial,A,150,150,5115,246,46,0.55425,0.42390329,0.842465753,0.606873015
376001031465,CALI,VALLE,INSTITUTO PEDAGOGICO EMANUEL,Privado,A,4,4,5116,246,46,0.5835,#N/A,0.842465753,#N/A
170001001917,SINCELEJO,SUCRE,INSTITUCION EDUCATIVA SAN JOSE C.I.P,Oficial,A,36,35,6659,232,42,0.5365,0.4063229,0.842457421,0.59509344
115466000011,MONGUÍ,BOYACA,I.E.T. JOSE ACEVEDO Y GOMEZ,Oficial,A,61,59,4614,250,45,0.59075,0.650371822,0.842456238,0.69452602
325754000160,SOACHA,CUNDINAMARCA,COLEGIO ANTONIA SANTOS,Privado,A,9,7,7412,223,33,#N/A,#N/A,0.842447917,#N/A
105172000572,CHIGORODÓ,ANTIOQUIA,I. E. CHIGORODO,Oficial,A,63,58,6432,234,40,0.5315,0.419648854,0.842428456,0.597859103
213654000241,SAN JACINTO,BOLIVAR,I.E. LEON XIII,Oficial,A,71,69,7599,221,40,0.52325,0.403606677,0.842426205,0.589760961
176823000384,TORO,VALLE,IE NUESTRA SEÑORA DE LA CONSOLACION,Oficial,A,49,47,5657,241,43,0.57575,0.51723388,0.842411613,0.645131831
283592000476,PUERTO RICO,CAQUETA,I.E RURAL RIO NEGRO,Oficial,A,13,12,5209,245,42,0.576,0.441964046,0.842401501,0.620121849
105756000311,SONSÓN,ANTIOQUIA,I. E. ESCUELA NORMAL SUPERIOR PRESBITERO JOSE GOMEZ ISAZA,Oficial,A,26,23,6105,237,39,0.6135,0.530175289,0.842391304,0.662022198
368307000307,GIRÓN,SANTANDER,COLEGIO PABLO VI,#N/A,A,9,8,3431,260,43,0.59475,#N/A,0.842317565,#N/A
105001007111,MEDELLÍN,ANTIOQUIA,INST EDUC SEBASTIAN DE BELALCAZAR,Oficial,A,33,32,4756,249,45,0.56375,0.453757826,0.842300557,0.619936128
105088000338,BELLO,ANTIOQUIA,IE BARRIO PARIS,Oficial,A,90,81,5876,239,40,0.53175,0.415522337,0.842293907,0.596522081
225281000219,FOSCA,CUNDINAMARCA,I.E.D. ALFONSO PABON PABON,Oficial,A,32,32,6336,235,44,0.575,0.482670275,0.842293907,0.633321394
223417001629,COTORRA,CORDOBA,INST EDUC EL CARMEN,Oficial,A,122,114,6231,236,41,0.55475,0.619359175,0.842279695,0.672129623
111265000394,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO SIMON BOLIVAR  (IED),Oficial,A,147,129,3115,263,43,0.5985,0.610848872,0.842270241,0.683873038
119212000059,CORINTO,CAUCA,INSTITUCION EDUCATIVA JOSE MARIA OBANDO,Oficial,A,70,67,6839,230,41,0.532,0.446924559,0.842224565,0.607049708
105313000016,GRANADA,ANTIOQUIA,I. E. JORGE ALBERTO GOMEZ GOMEZ,Oficial,A,86,61,1676,280,39,0.60125,0.515641753,0.842203106,0.65303162
115299000038,GARAGOA,BOYACA,I.E.T. SAN LUIS,Oficial,A,95,93,2597,268,49,0.6285,0.713775508,0.842171675,0.728149061
127245000057,EL CARMEN DE ATRATO,CHOCO,IE MARCO FIDEL SUAREZ,Oficial,A,41,37,3877,256,43,0.594,#N/A,0.842156783,#N/A
450226000513,CUMARAL,META,COLEGIO CRISTIANO VISIÓN AGAPE,#N/A,A,13,13,5777,240,45,0.544,#N/A,0.842105263,#N/A
373001009053,IBAGUÉ,TOLIMA,COL MIGUEL ANTONIO CARO,#N/A,A,10,10,7372,224,42,0.7085,#N/A,0.842105263,#N/A
123807000017,TIERRALTA,CORDOBA,INSTITUCION EDUCATIVA BENICIO AGUDELO,Oficial,A,85,77,4739,249,42,0.54075,0.483160432,0.842086113,0.621998848
113001800263,CARTAGENA DE INDIAS,BOLIVAR,INSTITUCION EDUCATIVA EL SALVADOR,#N/A,A,214,196,7879,217,37,#N/A,#N/A,0.842078151,#N/A
176122000380,CAICEDONIA,VALLE,IE BOLIVARIANO,Oficial,A,85,82,4615,250,45,0.56725,0.50172774,0.842073779,0.637017173
217873000090,VILLAMARÍA,CALDAS,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO,Oficial,A,26,25,3230,262,47,0.5935,0.66810263,0.842046303,0.701216311
105001023965,MEDELLÍN,ANTIOQUIA,INST EDUC FINCA LA MESA,Oficial,A,94,91,3456,260,47,0.565,0.406395817,0.842019544,0.604471787
347189002751,CIÉNAGA,MAGDALENA,INSTITUTO NUEVA ENSENANZA,Privado,A,28,27,4613,250,45,0.6165,0.458790874,0.842009685,0.639100187
476001020719,CALI,VALLE,INSTITUCION EDUCATIVA LA LEONERA,Oficial,A,21,19,3322,261,44,0.57925,0.685792319,0.841998439,0.702346919
152838001101,TÚQUERRES,NARIÑO,INSTITUCION EDUCATIVA AGRICOLA DE LA SABANA,Oficial,A,11,10,5528,242,41,0.59275,#N/A,0.8419531,#N/A
119573000134,PUERTO TEJADA,CAUCA,I.E. SAGRADO CORAZON,Oficial,A,70,64,7446,223,38,0.5105,0.447901281,0.841926656,0.600109312
205364000171,JARDÍN,ANTIOQUIA,I. E.  DE DESARROLLO RURAL MIGUEL VALENCIA,Oficial,A,57,50,5992,238,39,0.58525,0.466072941,0.841915257,0.631079399
105854000302,VALDIVIA,ANTIOQUIA,I. E. VALDIVIA,Oficial,A,49,45,7511,222,38,0.56625,0.483839353,0.841915228,0.630668194
308758003013,SOLEDAD,ATLANTICO,CENTRO EDUCATIVO AMIRA DE LA ROSA DE SOLEDAD,Privado,A,15,15,6936,229,43,0.624,#N/A,0.841911765,#N/A
183410000030,LA MONTAÑITA,CAQUETA,I.E NUESTRA SEÑORA DEL PERPETUO SOCORRO,Oficial,A,39,35,7102,227,38,0.51975,0.368590697,0.841896468,0.576745722
208558000074,POLONUEVO,ATLANTICO,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO DE PITALITO,Oficial,A,28,27,7522,222,40,0.52225,0.40162317,0.841875682,0.58858295
176834002559,TULUÁ,VALLE,INSTITUCION EDUCATIVA JUAN MARIA CESPEDES,Oficial,A,171,165,5331,244,44,0.56175,0.412517707,0.841861598,0.605376435
252786000504,TAMINANGO,NARIÑO,INSTITUCION EDUCATIVA AGROPECUARIA EL REMOLINO,Oficial,A,18,17,5326,244,43,0.55175,#N/A,0.841850561,#N/A
141001002247,NEIVA,HUILA,ESCUELA NORMAL SUPERIOR DE NEIVA,Oficial,A,121,117,3457,260,47,0.584,0.562329181,0.841844563,0.662724582
105001005380,MEDELLÍN,ANTIOQUIA,I.E. MANUEL URIBE ÁNGEL,Oficial,A,60,54,3879,256,43,0.53475,0.416525825,0.84180602,0.597693948
173671000201,SALDAÑA,TOLIMA,INSTITUCION EDUCATIVA CENTRAL,Oficial,A,82,80,7748,219,40,0.539,0.532343992,0.841793013,0.637712335
123555000230,PLANETA RICA,CORDOBA,INST.EDUC.ALFONSO BUILES CORREA,Oficial,A,120,111,7211,226,39,0.55225,0.561678108,0.841792453,0.651906853
270124000308,CAIMITO,SUCRE,I.E. NUEVA ESTRELLA,Oficial,A,24,23,8722,201,36,0.50475,0.417764886,0.841772152,0.588095679
376001025244,CALI,VALLE,CENT EDUC SEBASTIAN DE BELALCAZAR,Privado,A,16,15,1700,280,49,0.62975,#N/A,0.841755319,#N/A
105649000014,SAN CARLOS,ANTIOQUIA,I. E. JOAQUIN CARDENAS GOMEZ,Oficial,A,90,86,4370,252,45,0.57925,0.489261134,0.841750842,0.636753992
270001000559,SINCELEJO,SUCRE,INSTITUCION EDUCATIVA TECNICO AGROPECUARIO CERRITO DE LA PALMA,Oficial,A,23,16,8273,210,29,0.53075,0.428044128,0.841731854,0.600175327
223417002072,LORICA,CORDOBA,IE EL RODEO,Oficial,A,86,80,8126,213,37,0.517,0.440467405,0.841674419,0.599713941
311001047871,BOGOTÁ D.C.,BOGOTÁ D.C.,COL CASA ACAD CULTURAL,Privado,A,40,29,2551,268,38,0.56025,#N/A,0.841666667,#N/A
152378000429,LA CRUZ,NARIÑO,INSTITUCION EDUCATIVA TECNICA SAN FRANCISCO DE ASIS,Oficial,A,23,21,7878,217,37,0.604,#N/A,0.841663814,#N/A
205837005524,TURBO,ANTIOQUIA,I.E. PUEBLO BELLO,Oficial,A,32,31,8018,215,39,0.5105,0.544328467,0.841658465,0.632162311
108001002762,BARRANQUILLA,ATLANTICO,INST. EDUC. DIST. DEL CARIBE (ANT. C.E.B. # 122),Oficial,A,43,39,5530,242,41,0.53625,#N/A,0.841646807,#N/A
111001012301,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO SAN JOSE SUR ORIENTAL (IED),Oficial,A,60,57,3557,259,46,0.57475,0.520838912,0.841639344,0.645742752
217614000596,RIOSUCIO,CALDAS,INSTITUCION EDUCATIVA SAN LORENZO,Oficial,A,58,54,6832,230,40,#N/A,0.395258387,0.841634738,#N/A
105001017132,MEDELLÍN,ANTIOQUIA,INST EDUC FE Y ALEGRIA SAN JOSE,Oficial,A,73,67,5211,245,42,0.54925,0.42329936,0.841630471,0.60472661
376001016822,CALI,VALLE,LICEO MIXTO LAS LAJAS,Privado,A,10,10,9051,186,35,0.58325,#N/A,0.841628959,#N/A
395001004764,SAN JOSÉ DEL GUAVIARE,GUAVIARE,I.E. SAN JOSÉ OBRERO,Privado,A,15,13,1895,277,45,0.609,0.566127857,0.841614907,0.672247588
113836000021,TURBACO,BOLIVAR,INSTITUCION EDUCATIVA CRISANTO LUQUE,Oficial,A,182,172,4753,249,44,0.561,0.508791304,0.841578217,0.637123174
205001018745,MEDELLÍN,ANTIOQUIA,INST EDUC EL LIMONAR,Oficial,A,50,47,5885,239,42,0.5725,0.562995752,0.841565836,0.659020529
220770000050,SAN MARTÍN,CESAR,I.E. MINAS,Oficial,A,17,15,7352,224,37,0.55825,0.432117542,0.841559612,0.610642385
447001050839,SANTA MARTA,MAGDALENA,INSTITUCION EDUCATIVO DISTRITAL DE PALOMINITO,Oficial,A,18,18,5897,239,45,0.5725,0.575050433,0.841549296,0.663033243
252001000275,PASTO,NARIÑO,I.E.M. NUESTRA SEÑORA DE LA VISITACION,Oficial,A,12,12,5898,239,45,0.60175,#N/A,0.841549296,#N/A
227001001684,QUIBDÓ,CHOCO,IE  MIGUEL ANTONIO CAICEDO MENA - OBAPO,Oficial,A,39,29,8907,194,28,0.4785,0.402892796,0.841533842,0.574308879
225649000435,SAN BERNARDO,CUNDINAMARCA,INTITUCION EDUCATIVA RURAL DEPARTAMENTAL ANDES,Oficial,A,14,13,2898,265,46,0.626,0.620485051,0.841525034,0.696003362
150001003170,VILLAVICENCIO,META,I.E. LAS PALMAS,Oficial,A,76,73,5890,239,43,0.58475,0.481366857,0.841498694,0.63587185
308001001889,BARRANQUILLA,ATLANTICO,COLEGIO DOMINGO SABIO,Privado,A,40,39,5110,246,45,0.61375,#N/A,0.841494845,#N/A
176001027001,CALI,VALLE,INSTITUCION EDUCATIVA MONSEÑOR RAMON ARCILA,Oficial,A,155,138,5753,240,40,0.529,0.380891506,0.841474654,0.58378872
276364000141,JAMUNDÍ,VALLE,IE ALFREDO BONILLA MONTAÑO,Oficial,A,93,91,6445,234,43,0.54125,0.471276315,0.841426963,0.617984426
268167000064,CHARALÁ,SANTANDER,INSTITUCION EDUCATIVA EL RESGUARDO,Oficial,A,13,13,3462,260,49,0.65025,#N/A,0.841423948,#N/A
270820005829,COVEÑAS,SUCRE,I.E. ISMAEL CONTRERAS MENESES,Oficial,A,125,118,6655,232,41,0.5295,0.508549213,0.841406593,0.626485269
168327000096,GÜEPSA,SANTANDER,COLEGIO SANTO DOMINGO SAVIO,Oficial,A,69,64,5543,242,42,0.57525,0.451273775,0.841396203,0.622639993
176001007131,CALI,VALLE,INSTITUCION EDUCATIVA CARLOS HOLMES TRUJILLO,Oficial,A,94,93,6748,231,43,0.522,0.433581273,0.84139618,0.598992484
181736001921,FORTUL,ARAUCA,INSTITUCION EDUCATIVA ALEJANDRO HUMBOLDT,Oficial,A,182,164,4742,249,42,0.59225,0.443254487,0.841395718,0.625633401
241615000130,RIVERA,HUILA,IE LA ULLOA,Oficial,A,21,20,5656,241,43,0.53825,0.439212942,0.841381623,0.606281522
123068000232,AYAPEL,CORDOBA,IE PABLO VI,Oficial,A,118,112,7281,225,40,0.5295,0.595279646,0.841381516,0.655387054
